gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
57805	CCAR2	TSG	protein-coding	NA	NA	NA	NA	DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC	MIM:607359|HGNC:HGNC:23360|Ensembl:ENSG00000158941|HPRD:09159|Vega:OTTHUMG00000162249	8	8p22	cell cycle and apoptosis regulator 2
57863	CADM3	TSG	protein-coding	NA	NA	NA	NA	BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3	MIM:609743|HGNC:HGNC:17601|Ensembl:ENSG00000162706|HPRD:13733|Vega:OTTHUMG00000037177	1	1q21.2-q22	cell adhesion molecule 3
58189	WFDC1	TSG	protein-coding	NA	NA	NA	NA	PS20	MIM:605322|HGNC:HGNC:15466|Ensembl:ENSG00000103175|HPRD:05614|Vega:OTTHUMG00000137641	16	16q24.3	WAP four-disulfide core domain 1
58508	KMT2C	TSG	protein-coding	NA	NA	NA	NA	HALR|MLL3	MIM:606833|HGNC:HGNC:13726|Ensembl:ENSG00000055609|HPRD:06016|Vega:OTTHUMG00000150553	7	7q36.1	lysine (K)-specific methyltransferase 2C
59269	HIVEP3	TSG	protein-coding	NA	NA	NA	NA	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	MIM:606649|HGNC:HGNC:13561|Ensembl:ENSG00000127124|HPRD:09442|Vega:OTTHUMG00000006361	1	1p34	human immunodeficiency virus type I enhancer binding protein 3
60401	EDA2R	TSG	protein-coding	NA	NA	NA	NA	EDA-A2R|EDAA2R|TNFRSF27|XEDAR	MIM:300276|HGNC:HGNC:17756|Ensembl:ENSG00000131080|HPRD:02230|Vega:OTTHUMG00000021736	X	Xq12	ectodysplasin A2 receptor
60674	GAS5	TSG	ncRNA	NA	NA	NA	NA	NCRNA00030|SNHG2	MIM:608280|HGNC:HGNC:16355|Ensembl:ENSG00000234741	1	1q25.1	growth arrest-specific 5 (non-protein coding)
63035	BCORL1	TSG	protein-coding	NA	NA	NA	NA	BCoR-L1|CXorf10	MIM:300688|HGNC:HGNC:25657|Ensembl:ENSG00000085185|HPRD:06517|Vega:OTTHUMG00000022379	X	Xq25-q26.1	BCL6 corepressor-like 1
64101	LRRC4	TSG	protein-coding	NA	NA	NA	NA	NGL-2	MIM:610486|HGNC:HGNC:15586|Ensembl:ENSG00000128594|HPRD:10060|Vega:OTTHUMG00000157563	7	7q31.3	leucine rich repeat containing 4
64326	RFWD2	TSG	protein-coding	NA	NA	NA	NA	COP1|RNF200	MIM:608067|HGNC:HGNC:17440|Ensembl:ENSG00000143207|HPRD:07455|Vega:OTTHUMG00000034986	1	1q25.1-q25.2	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase
64478	CSMD1	TSG	protein-coding	NA	NA	NA	NA	PPP1R24	MIM:608397|HGNC:HGNC:14026|Ensembl:ENSG00000183117|HPRD:10523|Vega:OTTHUMG00000163605	8	8p23.2	CUB and Sushi multiple domains 1
64579	NDST4	TSG	protein-coding	NA	NA	NA	NA	NDST-4|NHSST4	MIM:615039|HGNC:HGNC:20779|Ensembl:ENSG00000138653|HPRD:10116|Vega:OTTHUMG00000132916	4	4q26	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4
64651	CSRNP1	TSG	protein-coding	NA	NA	NA	NA	AXUD1|CSRNP-1|FAM130B|TAIP-3|URAX1	MIM:606458|HGNC:HGNC:14300|Ensembl:ENSG00000144655|HPRD:07347|Vega:OTTHUMG00000131293	3	3p22	cysteine-serine-rich nuclear protein 1
64682	ANAPC1	TSG	protein-coding	NA	NA	NA	NA	APC1|MCPR|TSG24	MIM:608473|HGNC:HGNC:19988|Ensembl:ENSG00000153107|HPRD:09769|Vega:OTTHUMG00000131277	2	2q12.1	anaphase promoting complex subunit 1
64753	CCDC136	TSG	protein-coding	NA	NA	NA	NA	-	MIM:611902|HGNC:HGNC:22225|Ensembl:ENSG00000128596|HPRD:10887|Vega:OTTHUMG00000158310	7	7q33	coiled-coil domain containing 136
64866	CDCP1	TSG	protein-coding	NA	NA	NA	NA	CD318|SIMA135|TRASK	MIM:611735|HGNC:HGNC:24357|Ensembl:ENSG00000163814|HPRD:16696|Vega:OTTHUMG00000133090	3	3p21.31	CUB domain containing protein 1
65009	NDRG4	TSG	protein-coding	NA	NA	NA	NA	BDM1|SMAP-8|SMAP8	MIM:614463|HGNC:HGNC:14466|Ensembl:ENSG00000103034|HPRD:14817|Vega:OTTHUMG00000133485	16	16q21-q22.1	NDRG family member 4
65268	WNK2	TSG	protein-coding	NA	NA	NA	NA	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43	MIM:606249|HGNC:HGNC:14542|Ensembl:ENSG00000165238|HPRD:06951|Vega:OTTHUMG00000020247	9	9q22.3	WNK lysine deficient protein kinase 2
65979	PHACTR4	TSG	protein-coding	NA	NA	NA	NA	PPP1R124	MIM:608726|HGNC:HGNC:25793|Ensembl:ENSG00000204138|HPRD:07816|Vega:OTTHUMG00000003541	1	1p35.3	phosphatase and actin regulator 4
79026	AHNAK	TSG	protein-coding	NA	NA	NA	NA	AHNAKRS	MIM:103390|HGNC:HGNC:347|Ensembl:ENSG00000124942|HPRD:14684|Vega:OTTHUMG00000167558	11	11q12.2	AHNAK nucleoprotein
79192	IRX1	TSG	protein-coding	NA	NA	NA	NA	IRX-5|IRXA1	MIM:606197|HGNC:HGNC:14358|Ensembl:ENSG00000170549|HPRD:16203|Vega:OTTHUMG00000161632	5	5p15.3	iroquois homeobox 1
79365	BHLHE41	TSG	protein-coding	NA	NA	NA	NA	BHLHB3|DEC2|SHARP1|hDEC2	MIM:606200|HGNC:HGNC:16617|Ensembl:ENSG00000123095|HPRD:16204|Vega:OTTHUMG00000169174	12	12p12.1	basic helix-loop-helix family, member e41
79577	CDC73	TSG	protein-coding	NA	NA	NA	NA	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	MIM:607393|HGNC:HGNC:16783|Ensembl:ENSG00000134371|HPRD:09581|Vega:OTTHUMG00000035676	1	1q25	cell division cycle 73
79626	TNFAIP8L2	TSG	protein-coding	NA	NA	NA	NA	TIPE2	MIM:612112|HGNC:HGNC:26277|Ensembl:ENSG00000163154|HPRD:08029|Vega:OTTHUMG00000012259	1	1q21.3	tumor necrosis factor, alpha-induced protein 8-like 2
79633	FAT4	TSG	protein-coding	NA	NA	NA	NA	CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2	MIM:612411|HGNC:HGNC:23109|Ensembl:ENSG00000196159|HPRD:07637|Vega:OTTHUMG00000133100	4	4q28.1	FAT atypical cadherin 4
79648	MCPH1	TSG	protein-coding	NA	NA	NA	NA	BRIT1|MCT	MIM:607117|HGNC:HGNC:6954|Ensembl:ENSG00000147316|HPRD:06174|Vega:OTTHUMG00000163618	8	8p23.1	microcephalin 1
79728	PALB2	TSG	protein-coding	NA	NA	NA	NA	FANCN|PNCA3	MIM:610355|HGNC:HGNC:26144|Ensembl:ENSG00000083093|HPRD:07966|Vega:OTTHUMG00000177097	16	16p12.2	partner and localizer of BRCA2
79759	ZNF668	TSG	protein-coding	NA	NA	NA	NA	-	HGNC:HGNC:25821|Ensembl:ENSG00000167394|HPRD:07828|Vega:OTTHUMG00000047357	16	16p11.2	zinc finger protein 668
79791	FBXO31	TSG	protein-coding	NA	NA	NA	NA	FBX14|FBXO14|Fbx31|MRT45|pp2386	MIM:609102|HGNC:HGNC:16510|Ensembl:ENSG00000103264|HPRD:10954|Vega:OTTHUMG00000175685	16	16q24.2	F-box protein 31
79798	ARMC5	TSG	protein-coding	NA	NA	NA	NA	AIMAH2	MIM:615549|HGNC:HGNC:25781|Ensembl:ENSG00000140691|HPRD:07809|Vega:OTTHUMG00000176618	16	16p11.2	armadillo repeat containing 5
79831	KDM8	TSG	protein-coding	NA	NA	NA	NA	JMJD5	MIM:611917|HGNC:HGNC:25840|Ensembl:ENSG00000155666|HPRD:07836|Vega:OTTHUMG00000131677	16	16p12.1	lysine (K)-specific demethylase 8
79893	GGNBP2	TSG	protein-coding	NA	NA	NA	NA	DIF-3|DIF3|LCRG1|LZK1|ZFP403|ZNF403	MIM:612275|HGNC:HGNC:19357|Ensembl:ENSG00000278311|HPRD:18337|Vega:OTTHUMG00000188440	17	17q12	gametogenetin binding protein 2
79930	DOK3	TSG	protein-coding	NA	NA	NA	NA	DOKL	MIM:611435|HGNC:HGNC:24583|Ensembl:ENSG00000146094|HPRD:16834|Vega:OTTHUMG00000130850	5	5q35.3	docking protein 3
79961	DENND2D	TSG	protein-coding	NA	NA	NA	NA	-	MIM:615111|HGNC:HGNC:26192|Ensembl:ENSG00000162777|HPRD:08655|Vega:OTTHUMG00000012356	1	1p13.3	DENN/MADD domain containing 2D
80012	PHC3	TSG	protein-coding	NA	NA	NA	NA	EDR3|HPH3	HGNC:HGNC:15682|Ensembl:ENSG00000173889|HPRD:10149|Vega:OTTHUMG00000158777	3	3q26.2	polyhomeotic homolog 3 (Drosophila)
80013	FAM188A	TSG	protein-coding	NA	NA	NA	NA	C10orf97|CARP|DERP5|MST126|my042	MIM:611649|HGNC:HGNC:23578|Ensembl:ENSG00000148481|HPRD:10702|Vega:OTTHUMG00000017734	10	10p13	family with sequence similarity 188, member A
80023	NRSN2	TSG	protein-coding	NA	NA	NA	NA	C20orf98|dJ1103G7.6	MIM:610666|HGNC:HGNC:16229|Ensembl:ENSG00000125841|HPRD:12791|Vega:OTTHUMG00000031628	20	20p13	neurensin 2
80198	MUS81	TSG	protein-coding	NA	NA	NA	NA	SLX3	MIM:606591|HGNC:HGNC:29814|Ensembl:ENSG00000172732|HPRD:09419|Vega:OTTHUMG00000166633	11	11q13	MUS81 structure-specific endonuclease subunit
80319	CXXC4	TSG	protein-coding	NA	NA	NA	NA	IDAX	MIM:611645|HGNC:HGNC:24593|Ensembl:ENSG00000168772|HPRD:16773|Vega:OTTHUMG00000131121	4	4q22-q24	CXXC finger protein 4
81848	SPRY4	TSG	protein-coding	NA	NA	NA	NA	HH17	MIM:607984|HGNC:HGNC:15533|Ensembl:ENSG00000187678|HPRD:10466|Vega:OTTHUMG00000129663	5	5q31.3	sprouty homolog 4 (Drosophila)
83593	RASSF5	TSG	protein-coding	NA	NA	NA	NA	Maxp1|NORE1|NORE1A|NORE1B|RAPL|RASSF3	MIM:607020|HGNC:HGNC:17609|Ensembl:ENSG00000266094|HPRD:06117|Vega:OTTHUMG00000184616	1	1q32.1	Ras association (RalGDS/AF-6) domain family member 5
83595	SOX7	TSG	protein-coding	NA	NA	NA	NA	-	MIM:612202|HGNC:HGNC:18196|Ensembl:ENSG00000171056|HPRD:18087|Vega:OTTHUMG00000090585	8	8p23.1	SRY (sex determining region Y)-box 7
83719	YPEL3	TSG	protein-coding	NA	NA	NA	NA	-	MIM:609724|HGNC:HGNC:18327|Ensembl:ENSG00000090238|HPRD:15683|Vega:OTTHUMG00000176853	16	16p11.2	yippee-like 3 (Drosophila)
83742	MARVELD1	TSG	protein-coding	NA	NA	NA	NA	GB14|MARVD1|MRVLDC1|bA548K23.8	HGNC:HGNC:28674|Ensembl:ENSG00000155254|HPRD:14364|Vega:OTTHUMG00000018865	10	10q24.2	MARVEL domain containing 1
83787	ARMC10	TSG	protein-coding	NA	NA	NA	NA	PNAS-112|PNAS112|SVH	MIM:611864|HGNC:HGNC:21706|Ensembl:ENSG00000170632|HPRD:18133|Vega:OTTHUMG00000157201	7	7q22.1	armadillo repeat containing 10
83937	RASSF4	TSG	protein-coding	NA	NA	NA	NA	AD037	MIM:610559|HGNC:HGNC:20793|HPRD:15219	10	10q11.21	Ras association (RalGDS/AF-6) domain family member 4
83989	FAM172A	TSG	protein-coding	NA	NA	NA	NA	C5orf21	HGNC:HGNC:25365|Ensembl:ENSG00000113391|HPRD:13210|Vega:OTTHUMG00000131329	5	5q15	family with sequence similarity 172, member A
84152	PPP1R1B	TSG	protein-coding	NA	NA	NA	NA	DARPP-32|DARPP32	MIM:604399|HGNC:HGNC:9287|Ensembl:ENSG00000131771|HPRD:05097|Vega:OTTHUMG00000133210	17	17q12	protein phosphatase 1, regulatory (inhibitor) subunit 1B
84260	TCHP	TSG	protein-coding	NA	NA	NA	NA	TpMs	MIM:612654|HGNC:HGNC:28135|Ensembl:ENSG00000139437|HPRD:14403|Vega:OTTHUMG00000169281	12	12q24.11	trichoplein, keratin filament binding
84289	ING5	TSG	protein-coding	NA	NA	NA	NA	p28ING5	MIM:608525|HGNC:HGNC:19421|Ensembl:ENSG00000168395|HPRD:16348|Vega:OTTHUMG00000151501	2	2q37.3	inhibitor of growth family, member 5
84295	PHF6	TSG	protein-coding	NA	NA	NA	NA	BFLS|BORJ|CENP-31	MIM:300414|HGNC:HGNC:18145|Ensembl:ENSG00000156531|HPRD:02330|Vega:OTTHUMG00000022453	X	Xq26.3	PHD finger protein 6
84417	C2orf40	TSG	protein-coding	NA	NA	NA	NA	ECRG4	MIM:611752|HGNC:HGNC:24642|Ensembl:ENSG00000119147|HPRD:13261|Vega:OTTHUMG00000130921	2	2q12.2	chromosome 2 open reading frame 40
84446	BRSK1	TSG	protein-coding	NA	NA	NA	NA	hSAD1	MIM:609235|HGNC:HGNC:18994|Ensembl:ENSG00000160469|HPRD:12533|Vega:OTTHUMG00000180735	19	19q13.4	BR serine/threonine kinase 1
84464	SLX4	TSG	protein-coding	NA	NA	NA	NA	BTBD12|FANCP|MUS312	MIM:613278|HGNC:HGNC:23845|Ensembl:ENSG00000188827|HPRD:12537|Vega:OTTHUMG00000074089	16	16p13.3	SLX4 structure-specific endonuclease subunit
84525	HOPX	TSG	protein-coding	NA	NA	NA	NA	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	MIM:607275|HGNC:HGNC:24961|Ensembl:ENSG00000171476|HPRD:06280|Vega:OTTHUMG00000128768	4	4q12	HOP homeobox
84632	AFAP1L2	TSG	protein-coding	NA	NA	NA	NA	KIAA1914|XB130	MIM:612420|HGNC:HGNC:25901|Ensembl:ENSG00000169129|HPRD:13902|Vega:OTTHUMG00000019086	10	10q25.3	actin filament associated protein 1-like 2
84651	SPINK7	TSG	protein-coding	NA	NA	NA	NA	ECG2|ECRG2	HGNC:HGNC:24643|Ensembl:ENSG00000145879|HPRD:16850|Vega:OTTHUMG00000163522	5	5q32	serine peptidase inhibitor, Kazal type 7 (putative)
84700	MYO18B	TSG	protein-coding	NA	NA	NA	NA	-	MIM:607295|HGNC:HGNC:18150|Ensembl:ENSG00000133454|HPRD:09529|Vega:OTTHUMG00000151129	22	22q12.1	myosin XVIIIB
84707	BEX2	TSG	protein-coding	NA	NA	NA	NA	BEX1|DJ79P11.1	MIM:300691|HGNC:HGNC:30933|Ensembl:ENSG00000133134|HPRD:06484|Vega:OTTHUMG00000022095	X	Xq22	brain expressed X-linked 2
84816	RTN4IP1	TSG	protein-coding	NA	NA	NA	NA	NIMP	MIM:610502|HGNC:HGNC:18647|HPRD:18008	6	6q21	reticulon 4 interacting protein 1
84872	ZC3H10	TSG	protein-coding	NA	NA	NA	NA	ZC3HDC10	HGNC:HGNC:25893|HPRD:07860	12	12q13.2	zinc finger CCCH-type containing 10
84879	MFSD2A	TSG	protein-coding	NA	NA	NA	NA	MFSD2|NLS1	MIM:614397|HGNC:HGNC:25897|Ensembl:ENSG00000168389|HPRD:07861|Vega:OTTHUMG00000009293	1	1p34.2	major facilitator superfamily domain containing 2A
84897	TBRG1	TSG	protein-coding	NA	NA	NA	NA	NIAM|TB-5	MIM:610614|HGNC:HGNC:29551|HPRD:15477	11	11q24.2	transforming growth factor beta regulator 1
84911	ZNF382	TSG	protein-coding	NA	NA	NA	NA	KS1	MIM:609516|HGNC:HGNC:17409|Ensembl:ENSG00000161298|HPRD:18331|Vega:OTTHUMG00000048153	19	19q13.12	zinc finger protein 382
84934	RITA1	TSG	protein-coding	NA	NA	NA	NA	C12orf52|RITA	HGNC:HGNC:25925|Ensembl:ENSG00000139405|HPRD:08606|Vega:OTTHUMG00000169643	12	12q24.13	RBPJ interacting and tubulin associated 1
85403	EAF1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:608315|HGNC:HGNC:20907|Ensembl:ENSG00000144597|HPRD:12209|Vega:OTTHUMG00000162544	3	3p25.1	ELL associated factor 1
85480	TSLP	TSG	protein-coding	NA	NA	NA	NA	-	MIM:607003|HGNC:HGNC:30743|Ensembl:ENSG00000145777|HPRD:06108|Vega:OTTHUMG00000128791	5	5q22.1	thymic stromal lymphopoietin
89870	TRIM15	TSG	protein-coding	NA	NA	NA	NA	RNF93|ZNF178|ZNFB7	HGNC:HGNC:16284|Ensembl:ENSG00000204610|HPRD:15551|Vega:OTTHUMG00000031031	6	6p21.3	tripartite motif containing 15
89884	LHX4	TSG	protein-coding	NA	NA	NA	NA	CPHD4	MIM:602146|HGNC:HGNC:21734|HPRD:03686	1	1q25.2	LIM homeobox 4
90249	UNC5A	TSG	protein-coding	NA	NA	NA	NA	UNC5H1	MIM:607869|HGNC:HGNC:12567|Ensembl:ENSG00000113763|Vega:OTTHUMG00000163225	5	5q35.2	unc-5 homolog A (C. elegans)
90427	BMF	TSG	protein-coding	NA	NA	NA	NA	-	MIM:606266|HGNC:HGNC:24132|Ensembl:ENSG00000104081|HPRD:05881|Vega:OTTHUMG00000129875	15	15q14	Bcl2 modifying factor
90480	GADD45GIP1	TSG	protein-coding	NA	NA	NA	NA	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1	MIM:605162|HGNC:HGNC:29996|HPRD:05519	19	19p13.2	growth arrest and DNA-damage-inducible, gamma interacting protein 1
90627	STARD13	TSG	protein-coding	NA	NA	NA	NA	ARHGAP37|DLC2|GT650|LINC00464	MIM:609866|HGNC:HGNC:19164|Ensembl:ENSG00000133121|HPRD:11607|Vega:OTTHUMG00000016708	13	13q13.1	StAR-related lipid transfer (START) domain containing 13
90993	CREB3L1	TSG	protein-coding	NA	NA	NA	NA	OASIS	HGNC:HGNC:18856|Ensembl:ENSG00000157613|HPRD:16751|Vega:OTTHUMG00000166423	11	11p11.2	cAMP responsive element binding protein 3-like 1
91133	L3MBTL4	TSG	protein-coding	NA	NA	NA	NA	HsT1031	HGNC:HGNC:26677|Ensembl:ENSG00000154655|HPRD:08198|Vega:OTTHUMG00000178980	18	18p11.31	l(3)mbt-like 4 (Drosophila)
91608	RASL10B	TSG	protein-coding	NA	NA	NA	NA	RRP17|VTS58635	MIM:612128|HGNC:HGNC:30295|Ensembl:ENSG00000270885|HPRD:15215|Vega:OTTHUMG00000188385	17	17q12	RAS-like, family 10, member B
91768	CABLES1	TSG	protein-coding	NA	NA	NA	NA	CABL1|CABLES|HsT2563|IK3-1	MIM:609194|HGNC:HGNC:25097|Ensembl:ENSG00000134508|HPRD:16461|Vega:OTTHUMG00000179186	18	18q11.2	Cdk5 and Abl enzyme substrate 1
92304	SCGB3A1	TSG	protein-coding	NA	NA	NA	NA	HIN-1|HIN1|LU105|PnSP-2|UGRP2	MIM:606500|HGNC:HGNC:18384|Ensembl:ENSG00000161055|HPRD:05932|Vega:OTTHUMG00000130936	5	5q35.3	secretoglobin, family 3A, member 1
92335	STRADA	TSG	protein-coding	NA	NA	NA	NA	LYK5|NY-BR-96|PMSE|STRAD|Stlk	MIM:608626|HGNC:HGNC:30172|Ensembl:ENSG00000266173|HPRD:14332|Vega:OTTHUMG00000178908	17	17q23.3	STE20-related kinase adaptor alpha
92344	GORAB	TSG	protein-coding	NA	NA	NA	NA	GO|NTKLBP1|SCYL1BP1	MIM:607983|HGNC:HGNC:25676|Ensembl:ENSG00000120370|HPRD:12144|Vega:OTTHUMG00000035228	1	1q24.2	golgin, RAB6-interacting
92597	MOB1B	TSG	protein-coding	NA	NA	NA	NA	MATS2|MOB4A|MOBKL1A	MIM:609282|HGNC:HGNC:29801|Ensembl:ENSG00000173542|HPRD:17582|Vega:OTTHUMG00000160844	4	4q13.3	MOB kinase activator 1B
93492	TPTE2	TSG	protein-coding	NA	NA	NA	NA	TPIP	MIM:606791|HGNC:HGNC:17299|Ensembl:ENSG00000132958|HPRD:06003|Vega:OTTHUMG00000016493	13	13q12.11	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2
94031	HTRA3	TSG	protein-coding	NA	NA	NA	NA	Prsp|Tasp	MIM:608785|HGNC:HGNC:30406|Ensembl:ENSG00000170801|HPRD:08821|Vega:OTTHUMG00000090561	4	4p16.1	HtrA serine peptidase 3
94241	TP53INP1	TSG	protein-coding	NA	NA	NA	NA	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1	MIM:606185|HGNC:HGNC:18022|Ensembl:ENSG00000164938|HPRD:09367|Vega:OTTHUMG00000164697	8	8q22	tumor protein p53 inducible nuclear protein 1
112399	EGLN3	TSG	protein-coding	NA	NA	NA	NA	HIFP4H3|HIFPH3|PHD3	MIM:606426|HGNC:HGNC:14661|Ensembl:ENSG00000129521|HPRD:06972|Vega:OTTHUMG00000029498	14	14q13.1	egl-9 family hypoxia-inducible factor 3
112464	PRKCDBP	TSG	protein-coding	NA	NA	NA	NA	CAVIN3|HSRBC|SRBC|cavin-3	HGNC:HGNC:9400|Ensembl:ENSG00000170955|HPRD:17908|Vega:OTTHUMG00000133378	11	11p15.4	protein kinase C, delta binding protein
114826	SMYD4	TSG	protein-coding	NA	NA	NA	NA	ZMYND21	HGNC:HGNC:21067|Ensembl:ENSG00000186532|HPRD:18079|Vega:OTTHUMG00000090570	17	17p13.3	SET and MYND domain containing 4
114907	FBXO32	TSG	protein-coding	NA	NA	NA	NA	Fbx32|MAFbx	MIM:606604|HGNC:HGNC:16731|Ensembl:ENSG00000156804|HPRD:05966|Vega:OTTHUMG00000164981	8	8q24.13	F-box protein 32
115426	UHRF2	TSG	protein-coding	NA	NA	NA	NA	NIRF|RNF107|URF2	MIM:615211|HGNC:HGNC:12557|Ensembl:ENSG00000147854|HPRD:18257|Vega:OTTHUMG00000019521	9	9p24.1	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase
115761	ARL11	TSG	protein-coding	NA	NA	NA	NA	ARLTS1	MIM:609351|HGNC:HGNC:24046|Ensembl:ENSG00000152213|HPRD:12484|Vega:OTTHUMG00000016919	13	13q14.2	ADP-ribosylation factor-like 11
116071	BATF2	TSG	protein-coding	NA	NA	NA	NA	SARI	MIM:614983|HGNC:HGNC:25163|Ensembl:ENSG00000168062|HPRD:14470|Vega:OTTHUMG00000165633	11	11q13.1	basic leucine zipper transcription factor, ATF-like 2
116135	LRRC3B	TSG	protein-coding	NA	NA	NA	NA	LRP15	HGNC:HGNC:28105|Ensembl:ENSG00000179796|HPRD:14318|Vega:OTTHUMG00000130572	3	3p24	leucine rich repeat containing 3B
116173	CMTM5	TSG	protein-coding	NA	NA	NA	NA	CKLFSF5	MIM:607888|HGNC:HGNC:19176|Ensembl:ENSG00000166091|HPRD:06986|Vega:OTTHUMG00000028751	14	14q11.2	CKLF-like MARVEL transmembrane domain containing 5
117153	MIA2	TSG	protein-coding	NA	NA	NA	NA	-	MIM:608001|HGNC:HGNC:18432|Ensembl:ENSG00000150526|HPRD:12149|Vega:OTTHUMG00000028831	14	14q13.2	melanoma inhibitory activity 2
117581	TWIST2	TSG	protein-coding	NA	NA	NA	NA	DERMO1|FFDD3|SETLSS|bHLHa39	MIM:607556|HGNC:HGNC:20670|Ensembl:ENSG00000233608|HPRD:09616|Vega:OTTHUMG00000152836	2	2q37.3	twist family bHLH transcription factor 2
121227	LRIG3	TSG	protein-coding	NA	NA	NA	NA	LIG3	MIM:608870|HGNC:HGNC:30991|Ensembl:ENSG00000139263|HPRD:08317|Vega:OTTHUMG00000169940	12	12q14.1	leucine-rich repeats and immunoglobulin-like domains 3
122953	JDP2	TSG	protein-coding	NA	NA	NA	NA	JUNDM2	MIM:608657|HGNC:HGNC:17546|Ensembl:ENSG00000140044|HPRD:16360|Vega:OTTHUMG00000171869	14	14q24.3	Jun dimerization protein 2
123879	DCUN1D3	TSG	protein-coding	NA	NA	NA	NA	44M2.4	HGNC:HGNC:28734|HPRD:14660	16	16p12.3	DCN1, defective in cullin neddylation 1, domain containing 3
123920	CMTM3	TSG	protein-coding	NA	NA	NA	NA	BNAS2|CKLFSF3	MIM:607886|HGNC:HGNC:19174|Ensembl:ENSG00000140931|HPRD:16259|Vega:OTTHUMG00000137503	16	16q21	CKLF-like MARVEL transmembrane domain containing 3
126520	PLK5	TSG	protein-coding	NA	NA	NA	NA	PLK-5|PLK5P|SgK384ps	HGNC:HGNC:27001|Ensembl:ENSG00000185988|Vega:OTTHUMG00000180073	19	19p13.3	polo-like kinase 5
127700	OSCP1	TSG	protein-coding	NA	NA	NA	NA	C1orf102|NOR1	MIM:608854|HGNC:HGNC:29971|Ensembl:ENSG00000116885|HPRD:16393|Vega:OTTHUMG00000008139	1	1p34.3	organic solute carrier partner 1
130399	ACVR1C	TSG	protein-coding	NA	NA	NA	NA	ACVRLK7|ALK7	MIM:608981|HGNC:HGNC:18123|Ensembl:ENSG00000123612|HPRD:10608|Vega:OTTHUMG00000131964	2	2q24.1	activin A receptor, type IC
134111	UBE2QL1	TSG	protein-coding	NA	NA	NA	NA	-	MIM:615832|HGNC:HGNC:37269	5	5p15.31	ubiquitin-conjugating enzyme E2Q family-like 1
135138	PACRG	TSG	protein-coding	NA	NA	NA	NA	GLUP|HAK005771|PARK2CRG	MIM:608427|HGNC:HGNC:19152|Ensembl:ENSG00000112530|HPRD:07465|Vega:OTTHUMG00000016116	6	6q26	PARK2 co-regulated
137075	CLDN23	TSG	protein-coding	NA	NA	NA	NA	CLDNL|hCG1646163	MIM:609203|HGNC:HGNC:17591|Ensembl:ENSG00000253958|HPRD:13069|Vega:OTTHUMG00000163674	8	8p23.1	claudin 23
137970	UNC5D	TSG	protein-coding	NA	NA	NA	NA	PRO34692|Unc5h4	HGNC:HGNC:18634|Ensembl:ENSG00000156687|HPRD:11661|Vega:OTTHUMG00000157145	8	8p12	unc-5 homolog D (C. elegans)
139285	AMER1	TSG	protein-coding	NA	NA	NA	NA	FAM123B|OSCS|WTX	MIM:300647|HGNC:HGNC:26837|Ensembl:ENSG00000184675|HPRD:06565|Vega:OTTHUMG00000021703	X	Xq11.2	APC membrane recruitment protein 1
140628	GATA5	TSG	protein-coding	NA	NA	NA	NA	GATAS|bB379O24.1	MIM:611496|HGNC:HGNC:15802|Ensembl:ENSG00000130700|HPRD:17029|Vega:OTTHUMG00000032919	20	20q13.33	GATA binding protein 5
140690	CTCFL	TSG	protein-coding	NA	NA	NA	NA	BORIS|CT27|CTCF-T|HMGB1L1|dJ579F20.2	MIM:607022|HGNC:HGNC:16234|Ensembl:ENSG00000124092|HPRD:09512|Vega:OTTHUMG00000032829	20	20q13.31	CCCTC-binding factor (zinc finger protein)-like
144165	PRICKLE1	TSG	protein-coding	NA	NA	NA	NA	EPM1B|RILP	MIM:608500|HGNC:HGNC:17019|Ensembl:ENSG00000139174|HPRD:16341|Vega:OTTHUMG00000169443	12	12q12	prickle homolog 1 (Drosophila)
146691	TOM1L2	TSG	protein-coding	NA	NA	NA	NA	-	MIM:615519|HGNC:HGNC:11984|Ensembl:ENSG00000175662|HPRD:18213|Vega:OTTHUMG00000059353	17	17p11.2	target of myb1-like 2 (chicken)
148252	DIRAS1	TSG	protein-coding	NA	NA	NA	NA	Di-Ras1|GBTS1|RIG	MIM:607862|HGNC:HGNC:19127|Ensembl:ENSG00000176490|HPRD:09710|Vega:OTTHUMG00000180439	19	19p13.3	DIRAS family, GTP-binding RAS-like 1
